,utility,eiaid,name,label,enddate,demandrateunit,flatdemandunit,uri,sector,description,source,peakkwcapacitymax,peakkwcapacitymin,peakkwhuseagemax,peakkwhuseagemin,voltagecategory,phasewiring
18869,Pacific Gas & Electric Co,14328,Agriculture Power AG-1 (Rate B) Primary,586fda255457a3c80a1c9605,,,kW,http://en.openei.org/apps/USURDB/rate/view/586fda255457a3c80a1c9605,Commercial,"Applies to single-motor installations rated 35 horsepower or more, to multi-load installations aggregating 15 horsepower or kilowatts or more, and to ""overloaded"" motors. The customer's end-use is determined to be overloaded when the measured input to any motor rated 15 horsepower or more is determined by PG&E to exceed one kilowatt per horsepower of nameplate rated output.",http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-1.pdf,500,15,,,Primary,
18870,Pacific Gas & Electric Co,14328,Agriculture Power TOU Rate (AG-4A),586fdaf45457a3ff631c9605,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/586fdaf45457a3ff631c9605,Commercial,"Applies to single-motor installations with a connected load rated less than 35 horsepower and to all multi-load installations aggregating less than 15 horsepower or kilowatts. Rate D applies to customers who were on Rate D as of May 1, 2006 and are not billed via SmartMeter™. Rate A applies to all other customers. Peak Day Pricing Rates apply to this rate. Peak Day Pricing events occur between 9 and 15 times a year.",http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-4.pdf,15,,,,,
18871,Pacific Gas & Electric Co,14328,Agriculture Power TOU Rate (AG-4B),586fdbe65457a3131d1c9609,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/586fdbe65457a3131d1c9609,Commercial,"Applies to single-motor installations rated 35 horsepower or more, to multi-load installations aggregating 15 horsepower or kilowatts or more, and to ""overloaded"" motors. The customer's end-use is determined to be overloaded when the measured input to any motor rated 15 horsepower or more is determined by PG&E to exceed one kilowatt per horsepower of nameplate rated output. Rates E and F apply to customers who were on Rates E and F as of May 1, 2006 and are not billed via SmartMeter™. Rates B and C apply to all other customers.

Rates B and C will apply to those customers whose maximum demand is 200 kW or greater for three consecutive months and select this schedule upon the initial installation of the interval data meter, unless the customer was on Rate E or F as of May 1, 2006 and is not billed via SmartMeter™.",http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-4.pdf,,15,,,,
18872,Pacific Gas & Electric Co,14328,Agriculture Power TOU Rate (AG-4C),586fdcba5457a3ff631c9606,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/586fdcba5457a3ff631c9606,Commercial,"Applies to single-motor installations rated 35 horsepower or more, to multi-load installations aggregating 15 horsepower or kilowatts or more, and to ""overloaded"" motors. The customer's end-use is determined to be overloaded when the measured input to any motor rated 15 horsepower or more is determined by PG&E to exceed one kilowatt per horsepower of nameplate rated output. Rates E and F apply to customers who were on Rates E and F as of May 1, 2006 and are not billed via SmartMeter™. Rates B and C apply to all other customers.
Rates B and C will apply to those customers whose maximum demand is 200 kW or greater for three consecutive months and select this schedule upon the initial installation of the interval data meter, unless the customer was on Rate E or F as of May 1, 2006 and is not billed via SmartMeter™.

Peak Day Pricing Rates apply to this rate. Peak Day Pricing events occur between 9 and 15 times a year.",http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-4.pdf,,15,,,,
18873,Pacific Gas & Electric Co,14328,Agriculture Power TOU Rate (AG-4D),586fdd965457a3917f1c9606,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/586fdd965457a3917f1c9606,Commercial,"Applies to single-motor installations with a connected load rated less than 35 horsepower and to all multi-load installations aggregating less than 15 horsepower or kilowatts. Rate D applies to customers who were on Rate D as of May 1, 2006 and are not billed via SmartMeter™. Rate A applies to all other customers.",http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-4.pdf,15,,,,,
18874,Pacific Gas & Electric Co,14328,Agriculture Power TOU Rate (AG-4E),586fde0b5457a3f20c1c9605,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/586fde0b5457a3f20c1c9605,Commercial,"Applies to single-motor installations rated 35 horsepower or more, to multi-load installations aggregating 15 horsepower or kilowatts or more, and to ""overloaded"" motors. The customer's end-use is determined to be overloaded when the measured input to any motor rated 15 horsepower or more is determined by PG&E to exceed one kilowatt per horsepower of nameplate rated output. Rates E and F apply to customers who were on Rates E and F as of May 1, 2006 and are not billed via SmartMeter™. Rates B and C apply to all other customers.",http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-4.pdf,,15,,,,
18875,Pacific Gas & Electric Co,14328,Agriculture Power TOU rate (AG-4F),586fde7c5457a39e6e1c9606,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/586fde7c5457a39e6e1c9606,Commercial,"Applies to single-motor installations rated 35 horsepower or more, to multi-load installations aggregating 15 horsepower or kilowatts or more, and to ""overloaded"" motors. The customer's end-use is determined to be overloaded when the measured input to any motor rated 15 horsepower or more is determined by PG&E to exceed one kilowatt per horsepower of nameplate rated output. Rates E and F apply to customers who were on Rates E and F as of May 1, 2006 and are not billed via SmartMeter™. Rates B and C apply to all other customers.",http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-4.pdf,,15,,,,
18876,Pacific Gas & Electric Co,14328,Large Agriculture Power TOU Rate (AG-5A),586fdf5e5457a3131d1c960a,,,kW,http://en.openei.org/apps/USURDB/rate/view/586fdf5e5457a3131d1c960a,Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-5.pdf,15,,,,,
18877,Pacific Gas & Electric Co,14328,Large Agriculture Power TOU Rate (AG-5B),586fdff85457a3f20c1c9606,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/586fdff85457a3f20c1c9606,Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-5.pdf,,15,,,,
18878,Pacific Gas & Electric Co,14328,Large Agriculture Power TOU Rate (AG-5C),586fe0b85457a3131d1c960b,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/586fe0b85457a3131d1c960b,Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-5.pdf,,15,,,,
18879,Pacific Gas & Electric Co,14328,Large Agriculture Power TOU Rate (AG-5D),586fe1645457a39e6e1c9607,,,kW,http://en.openei.org/apps/USURDB/rate/view/586fe1645457a39e6e1c9607,Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-5.pdf,15,,,,,
18880,Pacific Gas & Electric Co,14328,Large Agriculture Power TOU Rate (AG-5E),586fe1cf5457a36f0d1c9605,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/586fe1cf5457a36f0d1c9605,Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-5.pdf,,15,,,,
18881,Pacific Gas & Electric Co,14328,Large Agriculture Power TOU Rate (AG-5F),586fe2685457a3131d1c960c,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/586fe2685457a3131d1c960c,Commercial,,http://www.pge.com/tariffs/tm2/pdf/ELEC_SCHEDS_AG-5.pdf,,15,,,,
18882,Southern California Edison Co,17609,"Time-Of-Use - General Service - Large: TOU-8, Option A (Under 2 kV)",587014c55457a36f0d1c9606,,,kW,http://en.openei.org/apps/USURDB/rate/view/587014c55457a36f0d1c9606,Commercial,-Tiered energy charges = Generation charge + Delivery service charge,https://www.sce.com/NR/sc3/tm2/pdf/ce54-12.pdf,,500,,,,
18883,Southern California Edison Co,17609,"Time-Of-Use - General Service - Large: TOU-8, Option A (2 kV - 50kV)",587014f35457a315181c9605,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587014f35457a315181c9605,Commercial,-Tiered energy charges = Generation charge + Delivery service charge,https://www.sce.com/NR/sc3/tm2/pdf/ce54-12.pdf,,500,,,,3-Phase
18884,Southern California Edison Co,17609,"Time-Of-Use - General Service - Large: TOU-8, Option A (above 50kV)",587015ae5457a315181c9606,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587015ae5457a315181c9606,Commercial,-Tiered energy charges = Generation charge +  Delivery service charge,https://www.sce.com/NR/sc3/tm2/pdf/ce54-12.pdf,,500,,,,3-Phase
18885,Southern California Edison Co,17609,"Time-Of-Use - General Service - Large: TOU-8, Option B (Under 2 kV)",587016a85457a3d7241c9605,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587016a85457a3d7241c9605,Commercial,-Tiered energy charges = Generation charge + Delivery service charge,https://www.sce.com/NR/sc3/tm2/pdf/ce54-12.pdf,,500,,,,3-Phase
18886,Southern California Edison Co,17609,"Time-Of-Use - General Service - Large: TOU-8, Option B (2 kV - 50kV)",587017675457a3d5241c9605,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587017675457a3d5241c9605,Commercial,-Tiered energy charges = Generation charge + Delivery service charge,https://www.sce.com/NR/sc3/tm2/pdf/ce54-12.pdf,,500,,,,3-Phase
18887,Southern California Edison Co,17609,"Time-Of-Use - General Service - Large: TOU-8, Option B (above 50kV)",587018475457a39e6e1c9608,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587018475457a39e6e1c9608,Commercial,-Tiered energy charges = Generation charge +  Delivery service charge,https://www.sce.com/NR/sc3/tm2/pdf/ce54-12.pdf,,500,,,,3-Phase
18888,Southern California Edison Co,17609,"Time-Of-Use - General Service - Large: TOU-8, Option R (under 2kV)",587018f75457a3694d1c9605,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587018f75457a3694d1c9605,Commercial,"-Flat Rate Buy = Delivery service charge.

-Tiered energy charges = generation charge.",https://www.sce.com/NR/sc3/tm2/pdf/ce54-12.pdf,,500,,,,3-Phase
18889,Southern California Edison Co,17609,"Time-Of-Use - General Service - Large: TOU-8, Option R (2kV - 50kV)",587019a95457a39f3a1c9605,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587019a95457a39f3a1c9605,Commercial,-Tiered energy charges = generation charge +  Delivery service charge,https://www.sce.com/NR/sc3/tm2/pdf/ce54-12.pdf,,500,,,,3-Phase
18890,Southern California Edison Co,17609,"Time-Of-Use - General Service - Large: TOU-8, Option R (above 50kV)",58701a595457a3d7241c9606,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/58701a595457a3d7241c9606,Commercial,-Tiered energy charges = Generation charge + Delivery service charge,https://www.sce.com/NR/sc3/tm2/pdf/ce54-12.pdf,,500,,,Transmission,3-Phase
18924,San Diego Gas & Electric Co,16609,TOU-A Secondary,5879023a5457a3ac2edda4d7,,,,http://en.openei.org/apps/USURDB/rate/view/5879023a5457a3ac2edda4d7,Commercial,This Schedule is the default commodity rate for customers currently receiving bundled utility service on a small non-residential rate schedule; or a medium/large non-residential rate schedule with a Maximum Monthly Demand below 20 kW for three consecutive months,http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_TOU-A.pdf,20,,,,Secondary,
18925,San Diego Gas & Electric Co,16609,TOU-A Primary,587903cf5457a36215dda4d6,,,,http://en.openei.org/apps/USURDB/rate/view/587903cf5457a36215dda4d6,Commercial,"This Schedule is the default commodity rate for customers currently receiving bundled utility service on a small non-residential
rate schedule; or a medium/large non-residential rate schedule with a Maximum Monthly Demand below 20 kW for three consecutive months",http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_TOU-A.pdf,20,,,,Primary,
18926,San Diego Gas & Electric Co,16609,AL-TOU Secondary (0-500 KW),587931d35457a3ee73dda4d6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587931d35457a3ee73dda4d6,Commercial,,http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_AL-TOU.pdf,500,,,,Secondary,
18927,San Diego Gas & Electric Co,16609,AL-TOU Secondary (Above 500 KW),587932be5457a3b25fdda4d6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587932be5457a3b25fdda4d6,Commercial,"This schedule is applicable to all metered non-residential customers whose Monthly Maximum Demand equals, exceeds, or
is expected to equal or exceed 20 kW and  is optionally available to common use and metered non-residential
customers whose Monthly Maximum Demand is less than 20 kW.",http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_AL-TOU.pdf,,500,,,Secondary,
18928,San Diego Gas & Electric Co,16609,AL-TOU Primary (0-500 KW),5879343c5457a3ee73dda4d7,,,kW,http://en.openei.org/apps/USURDB/rate/view/5879343c5457a3ee73dda4d7,Commercial,"This schedule is applicable to all metered non-residential customers whose Monthly Maximum Demand equals, exceeds, or is expected to equal or exceed 20 kW and is optionally available to common use and metered non-residential customers whose Monthly Maximum Demand is less than 20 kW.",http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_AL-TOU.pdf,500,20,,,Primary,
18929,San Diego Gas & Electric Co,16609,AL-TOU Primary (Above 500 KW),587936fb5457a31a73dda4d6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587936fb5457a31a73dda4d6,Commercial,"This schedule is applicable to all metered non-residential customers whose Monthly Maximum Demand equals, exceeds, or is expected to equal or exceed 20 kW and is optionally available to common use and metered non-residential customers whose Monthly Maximum Demand is less than 20 kW",http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_AL-TOU.pdf,,500,,,Primary,
18930,San Diego Gas & Electric Co,16609,AL-TOU Secondary Substation,587938eb5457a3ee73dda4d8,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587938eb5457a3ee73dda4d8,Commercial,"Applicable to all metered non-residential customers whose Monthly Maximum Demand equals, exceeds, or
is expected to equal or exceed 20 kW. This schedule is not applicable to residential customers, except for
those three-phase residential customers taking service on this schedule as of April 12, 2007 who may remain
on this schedule while service continues in their name at the same service address. Those three-phase
residential customers remaining on this schedule who choose to switch to a residential rate schedule may
not return to this schedule. This schedule is optionally available to common use and metered non-residential
customers whose Monthly Maximum Demand is less than 20 kW. Any customer whose Maximum Monthly
Demand has fallen below 20 kW for three consecutive months may, at their option, elect to continue service
under this schedule or be served under any other applicable schedule. This schedule is the utility's standard
tariff for commercial and industrial customers with a Monthly Maximum Demand equaling or exceeding 20
kW. Customers on this Schedule whose Monthly Maximum Demand is not less than 20 kW for three
consecutive months will also take commodity service on Schedule EECC-CPP-D. Customers on this
Schedule whose Monthly Maximum Demand is less than 20 kW for three consecutive months must also take
commodity service; they may optionally elect Schedule EECC-CPP-D or they may choose Schedule EECCTOU-
A-P in which case their Utility Distribution Company service rate would be Schedule TOU-A. In
addition, customers may exercise the right to opt-out of the applicable dynamic rate (e.g., EECC-CPP-D or
EECC-TOU-A-P) to their otherwise applicable Utility Distribution Company and commodity rates. For opt-out
provisions, refer to the applicable commodity tariff.",http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_AL-TOU.pdf,,20,,,Secondary,
18931,San Diego Gas & Electric Co,16609,AL-TOU Primary Substation,58793af65457a31149dda4d6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/58793af65457a31149dda4d6,Commercial,"Applicable to all metered non-residential customers whose Monthly Maximum Demand equals, exceeds, or is expected to equal or exceed 20 kW. This schedule is not applicable to residential customers, except for those three-phase residential customers taking service on this schedule as of April 12, 2007 who may remain on this schedule while service continues in their name at the same service address. Those three-phase residential customers remaining on this schedule who choose to switch to a residential rate schedule may not return to this schedule. This schedule is optionally available to common use and metered non-residential customers whose Monthly Maximum Demand is less than 20 kW. Any customer whose Maximum Monthly Demand has fallen below 20 kW for three consecutive months may, at their option, elect to continue service under this schedule or be served under any other applicable schedule. This schedule is the utility's standard tariff for commercial and industrial customers with a Monthly Maximum Demand equaling or exceeding 20 kW. Customers on this Schedule whose Monthly Maximum Demand is not less than 20 kW for three consecutive months will also take commodity service on Schedule EECC-CPP-D. Customers on this Schedule whose Monthly Maximum Demand is less than 20 kW for three consecutive months must also take commodity service; they may optionally elect Schedule EECC-CPP-D or they may choose Schedule EECCTOU- A-P in which case their Utility Distribution Company service rate would be Schedule TOU-A. In addition, customers may exercise the right to opt-out of the applicable dynamic rate (e.g., EECC-CPP-D or EECC-TOU-A-P) to their otherwise applicable Utility Distribution Company and commodity rates. For opt-out provisions, refer to the applicable commodity tariff.",http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_AL-TOU.pdf,,20,,,Primary,
18934,San Diego Gas & Electric Co,16609,A6-TOU Primary,58793ea75457a31b74dda4d6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/58793ea75457a31b74dda4d6,Commercial,"This schedule is optionally available to customers receiving service at Primary, Primary Substation, or
Transmission service voltage level, whose maximum monthly demand is 500 kW or greater.",http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_A6-TOU.pdf,,500,,,Primary,
18935,San Diego Gas & Electric Co,16609,A6-TOU Primary Substation,587941315457a3ee73dda4d9,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587941315457a3ee73dda4d9,Commercial,"This schedule is optionally available to customers receiving service at Primary, Primary Substation, or Transmission service voltage level, whose maximum monthly demand is 500 kW or greater.",http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_A6-TOU.pdf,,500,,,Primary,
18937,San Diego Gas & Electric Co,16609,DG-R Secondary (0-500 KW),587946b95457a3cf58dda4d6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587946b95457a3cf58dda4d6,Commercial,Exclusivey Solar Rate,http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_DG-R.pdf,2000,,,,Secondary,
18938,San Diego Gas & Electric Co,16609,DG-R Secondary (Above 500 KW),5879491e5457a3e239dda4d6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5879491e5457a3e239dda4d6,Commercial,Exclusively Solar Rate,http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_DG-R.pdf,2000,,,,Secondary,
18939,San Diego Gas & Electric Co,16609,DG-R Primary (0-500 KW),587949325457a3b25fdda4d8,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587949325457a3b25fdda4d8,Commercial,Exclusively Solar Rate,http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_DG-R.pdf,2000,,,,Primary,
18940,San Diego Gas & Electric Co,16609,DG-R Primary (Above 500 KW),58794ada5457a3b25fdda4d9,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/58794ada5457a3b25fdda4d9,Commercial,Exclusively Solar Rate,http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_DG-R.pdf,2000,,,,Primary,
18941,San Diego Gas & Electric Co,16609,DG-R Secondary Substation,58794d345457a31a74dda4d7,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/58794d345457a31a74dda4d7,Commercial,Exclusively Solar Rate,http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_DG-R.pdf,2000,,,,Secondary,
18942,San Diego Gas & Electric Co,16609,DG-R Primary Substation,58794eb65457a3ee73dda4da,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/58794eb65457a3ee73dda4da,Commercial,Exclusively Solar Rate,http://regarchive.sdge.com/tm2/pdf/ELEC_ELEC-SCHEDS_DG-R.pdf,2000,,,,Primary,
18945,Los Angeles Department of Water & Power,11208,Small General Service (A-1)(A),587e401b5457a39238316ce6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e401b5457a39238316ce6,Commercial,"Applicable to General Service below 30 kW demand, the highest demand recorded in the last twelve months, including lighting and power, charging of batteries of commercial electric vehicles, which may be delivered through the same service in compliance with the Department's Rules, and to single-family residential service with an on-site transformer dedicated solely to that individual customer.

*Adjustment/kWh = Energy Cost Adjustment (ECA) ($0.05690)
*Adjustment/kW = Electric Subsidy Adjustment (ESA) ($0.46) + Reliability Cost Adjustment (RCA)($0.96) = $1.42/kW

Also Applicable to IRCA, VEA, CRPSEA, VRPSEA charges.",https://ladwp.com/ladwp/faces/wcnav_externalId/a-fr-elecrate-schel;jsessionid=MS6xVyPQ2ngFs7Sdn0y7nX24hMnLGGT81JsnBFG10pR81vnLkr7F!-2126449464?_adf.ctrl-state=296j00b3_4&bca42600%29&_afrLoop=402983140956105&_afrWindowMode=0&_afrWindowId=null#%40%3F_afrWindowId%3Dnull%26_afrLoop%3D402983140956105%26bca42600%2529%3D%26_afrWindowMode%3D0%26_adf.ctrl-state%3Dr77ddajik_4,30,,,,,
18946,Los Angeles Department of Water & Power,11208,Small General Service Time-Of-Use (A-1)(B),587e40bc5457a37032316ce7,,,kW,http://en.openei.org/apps/USURDB/rate/view/587e40bc5457a37032316ce7,Commercial,"Applicable to General Service below 30 kW demand, the highest demand recorded in the last twelve months, including lighting and power, charging of batteries of commercial electric vehicles, which may be delivered through the same service in compliance with the Department's Rules, and to single-family residential service with an on-site transformer dedicated solely to that individual customer. Not applicable to service which parallels, and connects to, customer's own generating facilities, except as such facilities are intended solely for emergency standby. *Adjustment/kWh = Energy Cost Adjustment (ECA) ($0.05690) *Adjustment/kW = Electric Subsidy Adjustment (ESA) ($0.46) + Reliability Cost Adjustment (RCA)($0.96) = $1.42/kW",https://www.ladwp.com/ladwp/faces/wcnav_externalId/a-fr-elecrate-schel;jsessionid=LPn8VcTHTdPL61yXgcm4KylB7sP5mRM5QJkzmhTQFchXnjWhLn9B!-890152750?_adf.ctrl-state=apng0navs_4&_afrLoop=4658612493763&_afrWindowMode=0&_afrWindowId=null#%40%3F_afrWindowId%3Dnull%26_afrLoop%3D4658612493763%26_afrWindowMode%3D0%26_adf.ctrl-state%3D8nv9smzsw_4,30,,,,,
18947,Los Angeles Department of Water & Power,11208,Primary Service A-2 Rate Time-Of-Use (TOU),587e43145457a37c4c316ce6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e43145457a37c4c316ce6,Commercial,"Applicable to General Service delivered from the Department's 4.8kV system and 30kW demand or greater, the highest demand recorded in the last twelve months.",https://www.ladwp.com/ladwp/faces/wcnav_externalId/a-fr-elect-rate?_afrLoop=407417789691432#%40%3F_afrLoop%3D407417789691432%26_adf.ctrl-state%3D3mp5w4n84_21,,30,,,,
18949,Los Angeles Department of Water & Power,11208,Customer Generation Primary Service (4.8kV) CG-2A,587e4bc35457a31160316ce7,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e4bc35457a31160316ce7,Commercial,"Applicable to customers who generate either to sell Excess Energy to the Department and/or to serve their own electricity requirements but have the Department provide 
Electric Service including supplemental and backup power. Rates E is an optional rate for customers receiving service under the Schedule CG-2. Rate E is available to Rate C customers. This optional rate E is for those customers who have demonstrated that they have the capability to reduce load during Department system conditions including, but not limited to, high system peaks, low generation, high market prices, temperature, and system contingencies.
(1) Any Electric Service provided by the Department where a customer-owned electrical generating facility is interconnected with the Department's system for Parallel 
Operation and in compliance with the Department's Rules.
 (2) Loads that are served from the Primary Distribution System and which would normally be served under General Service Schedules A-1 and A-2.

*Adjustment/kWh = Energy Cost Adjustment (ECA) ($0.05690)
*Adjustment/kW = Electric Subsidy Adjustment (ESA) ($0.46) + Reliability Cost Adjustment (RCA)($0.96) = $1.42/kW",https://www.ladwp.com/ladwp/faces/ladwp/aboutus/a-financesandreports/a-fr-electricrates/a-fr-er-electricrateschedules?_adf.ctrl-state=vze590i2_21&_afrLoop=472140469245846,,,,,Primary,
18950,Los Angeles Department of Water & Power,11208,Primary Service (4.8 kV) CG-2(E),587e4cb45457a31160316ce8,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e4cb45457a31160316ce8,Commercial,"&#x;fffdThis rate is available to Rate A customers and is designed to support new customer generation and encourage clean on-site generation
 
&#x;fffdRate C is available to customers whose total Rated Generation Capacity located at a customer facility is less than 25 percent of the Maximum Coincident Demand and less than 1 MW.
 
&#x;fffdTo qualify for this rate, each customer on-site generation unit shall have been installed and/or converted on/after January 1, 2001 to emit no more than 0.5 pounds/MWH of nitrous oxides. Such emission limit must be maintained to continue to qualify. Verification as the Department determines shall be provided.",https://www.ladwp.com/ladwp/faces/ladwp/aboutus/a-financesandreports/a-fr-electricrates/a-fr-er-electricrateschedules?_adf.ctrl-state=vze590i2_21&_afrLoop=472140469245846,,,,,Primary,
18955,City & County of San Francisco (Utility Company),16612,C-1 Small Commercial Service Polyphase,587e7bb25457a33d1f316ce6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e7bb25457a33d1f316ce6,Commercial,"This schedule is applicable to polyphase
commercial, industrial and other general non-residential uses
with demands of less than 200 kW served through a separate
meter or by a bank of meters.",http://sfwater.org/modules/showdocument.aspx?documentid=7743,200,,,,,
18956,City & County of San Francisco (Utility Company),16612,C-2S Medium Commercial Service Secondary,587e84ad5457a3361f316ce6,,kW,,http://en.openei.org/apps/USURDB/rate/view/587e84ad5457a3361f316ce6,Commercial,"Applicable to commercial, industrial and other general non-residential customers with demands between 200 kW and 500 kW served at secondary voltage through a separate meter or bank of meters.",http://sfwater.org/modules/showdocument.aspx?documentid=7743,500,200,,,Secondary,
18957,City & County of San Francisco (Utility Company),16612,C-2P Medium Commercial Service Primary,587e85585457a3c426316ce6,,kW,,http://en.openei.org/apps/USURDB/rate/view/587e85585457a3c426316ce6,Commercial,"Applicable to commercial, industrial and other general non-residential customers with demands between 200 kW and 500 kW served at primary voltage through a separate meter or bank of meters.",http://sfwater.org/modules/showdocument.aspx?documentid=7743,500,200,,,Primary,
18958,City & County of San Francisco (Utility Company),16612,C-3S Large Commercial Service TOU Secondary,587e88c75457a33a1f316ce7,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e88c75457a33a1f316ce7,Commercial,"Applicable to commercial, industrial and other general non-residential time-of-use customers with demands between 500 kW and 1000 kW served at secondary voltage through a separate meter or bank of meters.",http://sfwater.org/modules/showdocument.aspx?documentid=7743,1000,500,,,Secondary,
18959,City & County of San Francisco (Utility Company),16612,C-3P Large Commercial Service TOU Primary,587e8a575457a3ee1b316ce7,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e8a575457a3ee1b316ce7,Commercial,"Applicable to commercial, industrial and other general non-residential time-of-use customers with demands between 500 kW and 1000 kW served at primary voltage through a separate meter or bank of meters.",http://sfwater.org/modules/showdocument.aspx?documentid=7743,1000,500,,,Primary,
18960,Sacramento Municipal Utility District,16534,Small Nondemand Service (GSN-T),587e981e5457a33d1f316ce7,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e981e5457a33d1f316ce7,Commercial,,https://www.smud.org/assets/documents/pdf/1-GS.pdf,20,,,,,Single and 3-Phase
18961,Sacramento Municipal Utility District,16534,"Small Nondemand, Nonmetered service (GFN)",587e98a85457a32e5a316ce8,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e98a85457a32e5a316ce8,Commercial,"Account's monthly consumption is consistently small, per SMUD's discretion, negotiated with customer",https://www.smud.org/assets/documents/pdf/1-GS.pdf,300,,,,,Single and 3-Phase
18962,Sacramento Municipal Utility District,16534,Small Demand Service (GSS-T),587e99225457a33d1f316ce8,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e99225457a33d1f316ce8,Commercial,,https://www.smud.org/assets/documents/pdf/1-GS.pdf,300,20,,,,Single and 3-Phase
18966,Sacramento Municipal Utility District,16534,Large Agriculture Optional Time of Use AG (AOD),587e9ad05457a31645316ce8,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e9ad05457a31645316ce8,Commercial,,https://www.smud.org/assets/documents/pdf/1-AG.pdf,499,30,,,,
18967,Sacramento Municipal Utility District,16534,Large General Service Time of Use GS-TOU1 (GUS-L) Secondary,587e9b805457a3d855316ce6,,,kW,http://en.openei.org/apps/USURDB/rate/view/587e9b805457a3d855316ce6,Commercial,,https://www.smud.org/assets/documents/pdf/1-GS-TOU1.pdf,,1000,,,Secondary,
